date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:47:40	41453/41453	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22b95960e5d6c88a4440a94ce063515ac2%22	https://travlr.com/%22https://player.vimeo.com/video/548191863?app_id=122963%22	C:/Mes%20Sites%20Web/Travlr/travlr.com/_https_/player.vimeo.com/video/548191863.104f9a.delayed	(from https://travlr.com/)
10:47:42	1702/1702	---M--	200	added ('OK')	image/png	etag:CKrf8aW80vACEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621314799725-G659367Q67H7ASQVFLUQ/Screen+Shot+2021-05-18+at+15.12.37.png	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621314799725-G659367Q67H7ASQVFLUQ/Screen+Shot+2021-05-18+at+15.12.37.png	(from https://travlr.com/)
10:47:43	95786/95786	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1/jquery.min.js	C:/Mes%20Sites%20Web/Travlr/ajax.googleapis.com/ajax/libs/jquery/1/jquery.min.js	(from https://travlr.com/)
10:47:44	51064/51064	---M--	200	added ('OK')	image/png	etag:CN/8n6u80vACEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621314809575-8NJ9Q9PY6PP1YD5WWT1I/Screen+Shot+2021-05-18+at+15.13.11.png	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621314809575-8NJ9Q9PY6PP1YD5WWT1I/Screen+Shot+2021-05-18+at+15.13.11.png	(from https://travlr.com/)
10:47:44	98518/98518	---M--	200	added ('OK')	image/png	etag:CLuu1be30vACEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621313494699-JNFRY558CY2I7SQGMHUU/Stuff+Travel+Master+v6+copy.png	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621313494699-JNFRY558CY2I7SQGMHUU/Stuff+Travel+Master+v6+copy.png	(from https://travlr.com/)
10:47:44	1336570/1336570	---M--	200	added ('OK')	image/png	etag:CJH1g4vrjOsCEAE=	https://images.squarespace-cdn.com/content/5785aaf220099e1db58a1d4f/1547078799519-G5IST8NUIBZ17LEWR7QM/Screen+Shot+2019-01-04+at+17.36.30.png?format=1500w&content-type=image%2Fpng	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/5785aaf220099e1db58a1d4f/1547078799519-G5IST8NUIBZ17LEWR7QM/Screen+Shot+2019-01-04+at+17.36.302acd.png	(from https://travlr.com/)
10:47:44	38872/38872	---M--	200	added ('OK')	image/png	etag:CIDL1/C20vACEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621313342036-M9ROPNEC46G0LLE7A02M/10_Travlr_Logo_RGB.png	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621313342036-M9ROPNEC46G0LLE7A02M/10_Travlr_Logo_RGB.png	(from https://travlr.com/)
10:47:44	9874/9874	---M--	200	added ('OK')	image/png	etag:CKuhoNu61PACEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621383094043-5GD41CCE45BLL5UXX6BZ/Screen+Shot+2021-05-19+at+10.11.07.png	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621383094043-5GD41CCE45BLL5UXX6BZ/Screen+Shot+2021-05-19+at+10.11.07.png	(from https://travlr.com/)
10:47:44	3722/3722	---M--	200	added ('OK')	image/png	etag:CIDT/uO61PACEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621383094759-O3ZPSDRJQ0K8TSTSN2CW/download.png	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621383094759-O3ZPSDRJQ0K8TSTSN2CW/download.png	(from https://travlr.com/)
10:47:44	35577/35577	---M--	200	added ('OK')	image/png	etag:CJGO5+G61PACEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621383094866-D16L44A6757JQPX63MH5/isite.footer.png	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621383094866-D16L44A6757JQPX63MH5/isite.footer.png	(from https://travlr.com/)
10:47:45	4389/4389	---M--	200	added ('OK')	image/png	etag:CNSf79u61PACEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621383095324-038JIJBM9MXPTYYMTOVS/Humm_core_logo_RGB-01_900x180px_Large.png	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1621383095324-038JIJBM9MXPTYYMTOVS/Humm_core_logo_RGB-01_900x180px_Large.png	(from https://travlr.com/)
10:47:45	650768/650768	---M--	200	added ('OK')	image/png	etag:CMKv7/3qjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1589519173162-0SISJJSIZ54ZBFIFPT1K/mockups-+1%402x.png	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1589519173162-0SISJJSIZ54ZBFIFPT1K/mockups-+1@2x.png	(from https://travlr.com/)
10:47:45	2586/2586	---M--	200	added ('OK')	image/jpeg	etag:CIequpHrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1589771856466-BLLFLGVE8DU0RXMT8021/icon-med-submit.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1589771856466-BLLFLGVE8DU0RXMT8021/icon-med-submit.jpg	(from https://travlr.com/)
10:47:45	2664/2664	---M--	200	added ('OK')	image/jpeg	etag:CPXSrafrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1589771894796-B9H0U9YT2YPNFUJ1SGI4/icon-med-contract.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1589771894796-B9H0U9YT2YPNFUJ1SGI4/icon-med-contract.jpg	(from https://travlr.com/)
10:47:46	2783/2783	---M--	200	added ('OK')	image/jpeg	etag:CKTLjZLrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1589771913013-2W72WSC4NFLFPFMABU8H/icon-med-launch.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1589771913013-2W72WSC4NFLFPFMABU8H/icon-med-launch.jpg	(from https://travlr.com/)
10:47:46	5931/5931	---M--	200	added ('OK')	image/jpeg	etag:CLSlhKTrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497802674-4EQUAUF5VXCKOVN9BMD1/cde3713e68475941b3db8fc28a5ca5e4.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497802674-4EQUAUF5VXCKOVN9BMD1/cde3713e68475941b3db8fc28a5ca5e4.jpg	(from https://travlr.com/)
10:47:46	4036/4036	---M--	200	added ('OK')	image/jpeg	etag:CPTxmoHrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497803147-2RDN76HGH0Q2OU30Z7H2/d4d2affd6f5f116fc3be556ef4670d31.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497803147-2RDN76HGH0Q2OU30Z7H2/d4d2affd6f5f116fc3be556ef4670d31.jpg	(from https://travlr.com/)
10:47:46	5193/5193	---M--	200	added ('OK')	image/jpeg	etag:CLaekZvrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497800670-4NW19UKBTGMUE7KKW3EY/4f727a817c4152add2d6193ec730fae0.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497800670-4NW19UKBTGMUE7KKW3EY/4f727a817c4152add2d6193ec730fae0.jpg	(from https://travlr.com/)
10:47:46	4629/4629	---M--	200	added ('OK')	image/jpeg	etag:CNGd5afrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497800670-UPSD19N70J90BFPT7IZB/9a9f2db9b5b5845485c252fdedcb186e.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497800670-UPSD19N70J90BFPT7IZB/9a9f2db9b5b5845485c252fdedcb186e.jpg	(from https://travlr.com/)
10:47:47	6074/6074	---M--	200	added ('OK')	image/jpeg	etag:CISGnIbrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497801257-ZLW460SI6QSNFWIV0HEK/623fe77ac4dbadbfdf41ae84113b27b9.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497801257-ZLW460SI6QSNFWIV0HEK/623fe77ac4dbadbfdf41ae84113b27b9.jpg	(from https://travlr.com/)
10:47:47	2942/2942	---M--	200	added ('OK')	image/jpeg	etag:CKW7vYfrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497801652-60ZPVZU2XUVW5O28JVAR/a157fad6620c9024963b06e0e39ceb3d.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497801652-60ZPVZU2XUVW5O28JVAR/a157fad6620c9024963b06e0e39ceb3d.jpg	(from https://travlr.com/)
10:47:47	3927/3927	---M--	200	added ('OK')	image/jpeg	etag:CL26qanrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497801983-6P3FJ0FHKBRIDHERJPTH/c5ca0344bf0f7ef6e606d1f33bfe9b20.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497801983-6P3FJ0FHKBRIDHERJPTH/c5ca0344bf0f7ef6e606d1f33bfe9b20.jpg	(from https://travlr.com/)
10:47:47	4075/4075	---M--	200	added ('OK')	image/jpeg	etag:CJak+KXrjOsCEAE=	https://images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497803443-KTYW1VL0R7MYNC7TD1WH/d22b152546aec6b0e26d92ea9f53388d.jpg	C:/Mes%20Sites%20Web/Travlr/images.squarespace-cdn.com/content/v1/5785aaf220099e1db58a1d4f/1546497803443-KTYW1VL0R7MYNC7TD1WH/d22b152546aec6b0e26d92ea9f53388d.jpg	(from https://travlr.com/)
10:47:48	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:48	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:49	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:49	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:49	86634/86634	---M-Z	200	added ('OK')	application/javascript	etag:W/%22014b342848fc2b5423ee717d42acc4ab--gzip%22	https://static1.squarespace.com/static/ta/5785aaf220099e1db58a1d4f/2/scripts/site-bundle.js	C:/Mes%20Sites%20Web/Travlr/static1.squarespace.com/static/ta/5785aaf220099e1db58a1d4f/2/scripts/site-bundle.js	(from https://travlr.com/)
10:47:49	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:49	3097/3097	---M--	200	added ('OK')	image/png	etag:W/%22eac48be53b4be1bbe355a844e07c21e7%22	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:50	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:50	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:50	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:50	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:50	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:50	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:51	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:51	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:51	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:51	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Mes%20Sites%20Web/Travlr/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:51	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Mes%20Sites%20Web/Travlr/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:52	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Mes%20Sites%20Web/Travlr/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:52	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Mes%20Sites%20Web/Travlr/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:52	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Mes%20Sites%20Web/Travlr/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
10:47:52	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Mes%20Sites%20Web/Travlr/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/sitecss/5785aaf220099e1db58a1d4f/227/5eafc034ee13ec47875cd9b9/5eafc034ee13ec47875cd9c0/2-05142015/1624426736805/site.css)
